Block Name,Point ID,C_0,C_1,C_2,C_Magnitude,Cx,Cy,Cz,Points_0,Points_1,Points_2,Points_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,U_0,U_1,U_2,U_Magnitude,cp,k,nut,omega,omegaMean,p,pMean,vorticity_0,vorticity_1,vorticity_2,vorticity_Magnitude,wallShearStress_0,wallShearStress_1,wallShearStress_2,wallShearStress_Magnitude,yPlus
internalMesh,0,-117.221,-0.5,1.00076,117.226,-117.221,-0.5,1.00076,-114.442,-0.5,1,114.447,44.4634,0,0.00277108,44.4634,44.4634,0,0.00277108,44.4634,-0.0409585,0.280602,0.119785,3.26945,3.26945,-40.009,-40.009,0,0.00627791,0,0.00627791,0,0,0,0,0
internalMesh,1,-117.221,-0.5,1.00177,117.226,-117.221,-0.5,1.00177,-114.442,-0.5,1.00152,114.447,44.4634,0,0.00497394,44.4634,44.4634,0,0.00497394,44.4634,-0.0409401,0.280589,0.129648,3.26443,3.26443,-39.9911,-39.9911,0,0.00844362,0,0.00844362,0,0,0,0,0
internalMesh,2,-130,-0.5,1.00076,130.005,-130,-0.5,1.00076,-130,-0.5,1,130.005,44.31,0,0,44.31,44.31,0,0,44.31,-0.0369987,0.29,0.228346,1.27,1.27,-36.141,-36.141,0,0.008945,0,0.008945,0,0,0,0,0
internalMesh,3,-130,-0.5,1.00177,130.005,-130,-0.5,1.00177,-130,-0.5,1.00152,130.005,44.31,0,0,44.31,44.31,0,0,44.31,-0.0369985,0.29,0.228346,1.27,1.27,-36.1408,-36.1408,0,0.013725,0,0.013725,0,0,0,0,0
internalMesh,4,-110.271,-0.5,1.00177,110.277,-110.271,-0.5,1.00177,-110,-0.5,1.00152,110.006,26.1639,0,0.00974783,26.1639,26.1639,0,0.00974783,26.1639,-0.0482305,0.387439,0.016797,48466.7,48466.7,-47.1125,-47.1125,0,2020.23,0,2020.23,0,0,0,0,0
internalMesh,5,-108.322,-0.5,1,108.328,-108.322,-0.5,1,-110,-0.5,1,110.006,0,0,0,0,0,0,0,0,-0.0515801,0.425515,7.9645e-07,170553,170553,-50.3845,-50.3845,0,4586.57,0,4586.57,-5.6487,0,-0.0111148,5.64871,1.46742
internalMesh,6,-106.559,-0.5,1.00177,106.565,-106.559,-0.5,1.00177,-106.644,-0.5,1.00152,106.649,6.80349,0,0.00488063,6.8035,6.80349,0,0.00488063,6.8035,-0.0551671,0.427253,1.24464e-05,96721.6,96721.6,-53.8884,-53.8884,0,3579.82,0,3579.82,0,0,0,0,0
internalMesh,7,-106.559,-0.5,1,106.565,-106.559,-0.5,1,-106.644,-0.5,1,106.649,0,0,0,0,0,0,0,0,-0.0551677,0.328052,6.64917e-07,170543,170543,-53.889,-53.889,0,3945.06,0,3945.06,-4.8582,0,-0.00578135,4.85821,1.35633
internalMesh,8,-102.867,-0.5,1.00177,102.873,-102.867,-0.5,1.00177,-102.951,-0.5,1.00152,102.957,5.6026,0,0.000143962,5.6026,5.6026,0,0.000143962,5.6026,-0.0610991,0.333125,1.07342e-05,96468.3,96468.3,-59.6829,-59.6829,0,3004.02,0,3004.02,0,0,0,0,0
internalMesh,9,-102.867,-0.5,1,102.873,-102.867,-0.5,1,-102.951,-0.5,1,102.957,0,0,0,0,0,0,0,0,-0.0610994,0.213095,5.08547e-07,170532,170532,-59.6831,-59.6831,0,3173.69,0,3173.69,-3.90772,0,-0.000228445,3.90772,1.22025
internalMesh,10,-98.8429,-0.5,1.00177,98.8493,-98.8429,-0.5,1.00177,-98.9237,-0.5,1.00152,98.9301,5.22743,0,4.59757e-05,5.22743,5.22743,0,4.59757e-05,5.22743,-0.0655769,0.286025,9.23878e-06,96394.4,96394.4,-64.0567,-64.0567,0,2814.68,0,2814.68,0,0,0,0,0
internalMesh,11,-98.8429,-0.5,1,98.8493,-98.8429,-0.5,1,-98.9237,-0.5,1,98.9301,0,0,0,0,0,0,0,0,-0.0655769,0.184803,4.67941e-07,170529,170529,-64.0568,-64.0568,0,2959.46,0,2959.46,-3.64382,0,-1.06196e-05,3.64382,1.17846
internalMesh,12,-94.4991,-0.5,1.00177,94.5058,-94.4991,-0.5,1.00177,-94.5741,-0.5,1.00152,94.5807,4.97426,0,3.4466e-05,4.97426,4.97426,0,3.4466e-05,4.97426,-0.0700316,0.253831,8.17796e-06,96348.5,96348.5,-68.4082,-68.4082,0,2687.54,0,2687.54,0,0,0,0,0
internalMesh,13,-94.4991,-0.5,1,94.5058,-94.4991,-0.5,1,-94.5741,-0.5,1,94.5807,0,0,0,0,0,0,0,0,-0.0700316,0.166694,4.41134e-07,170527,170527,-68.4083,-68.4083,0,2815.09,0,2815.09,-3.466,0,-1.00272e-05,3.466,1.14939
internalMesh,14,-89.8583,-0.5,1.00177,89.8653,-89.8583,-0.5,1.00177,-89.9247,-0.5,1.00152,89.9316,4.78438,0,2.46495e-05,4.78438,4.78438,0,2.46495e-05,4.78438,-0.0748237,0.23086,7.41652e-06,96315.1,96315.1,-73.0893,-73.0893,0,2591.82,0,2591.82,0,0,0,0,0
internalMesh,15,-89.8583,-0.5,1,89.8653,-89.8583,-0.5,1,-89.9247,-0.5,1,89.9316,0,0,0,0,0,0,0,0,-0.0748238,0.153752,4.21348e-07,170526,170526,-73.0893,-73.0893,0,2706.93,0,2706.93,-3.33278,0,-6.69549e-06,3.33278,1.12711
internalMesh,16,-84.9547,-0.5,1.00177,84.9621,-84.9547,-0.5,1.00177,-85.0097,-0.5,1.00152,85.0171,4.63925,0,1.75134e-05,4.63925,4.63925,0,1.75134e-05,4.63925,-0.0797328,0.214136,6.86196e-06,96290.2,96290.2,-77.8846,-77.8846,0,2518.34,0,2518.34,0,0,0,0,0
internalMesh,17,-84.9547,-0.5,1,84.9621,-84.9547,-0.5,1,-85.0097,-0.5,1,85.0171,0,0,0,0,0,0,0,0,-0.0797328,0.144224,4.06398e-07,170524,170524,-77.8846,-77.8846,0,2624.31,0,2624.31,-3.23101,0,-4.7565e-06,3.23101,1.10979
internalMesh,18,-79.8336,-0.5,1.00177,79.8415,-79.8336,-0.5,1.00177,-79.8747,-0.5,1.00152,79.8826,4.53074,0,1.30687e-05,4.53074,4.53074,0,1.30687e-05,4.53074,-0.0846554,0.202121,6.46349e-06,96272,96272,-82.6931,-82.6931,0,2463.2,0,2463.2,0,0,0,0,0
internalMesh,19,-79.8336,-0.5,1,79.8414,-79.8336,-0.5,1,-79.8747,-0.5,1,79.8826,0,0,0,0,0,0,0,0,-0.0846554,0.137319,3.95328e-07,170524,170524,-82.6931,-82.6931,0,2562.58,0,2562.58,-3.15497,0,-3.52195e-06,3.15497,1.09666
internalMesh,20,-74.55,-0.5,1.00177,74.5584,-74.55,-0.5,1.00177,-74.5753,-0.5,1.00152,74.5837,4.44042,0,1.06171e-05,4.44042,4.44042,0,1.06171e-05,4.44042,-0.0896472,0.192412,6.14129e-06,96256.9,96256.9,-87.5692,-87.5692,0,2417.17,0,2417.17,0,0,0,0,0
internalMesh,21,-74.55,-0.5,1,74.5584,-74.55,-0.5,1,-74.5753,-0.5,1,74.5836,0,0,0,0,0,0,0,0,-0.0896472,0.131708,3.86181e-07,170524,170524,-87.5692,-87.5692,0,2511.21,0,2511.21,-3.09171,0,-2.8394e-06,3.09171,1.08561
internalMesh,22,-69.1667,-0.5,1.00177,69.1758,-69.1667,-0.5,1.00177,-69.1748,-0.5,1.00152,69.1839,4.36388,0,8.52121e-06,4.36388,4.36388,0,8.52121e-06,4.36388,-0.0946192,0.184419,5.87636e-06,96244.2,96244.2,-92.4259,-92.4259,0,2378.05,0,2378.05,0,0,0,0,0
internalMesh,23,-69.1667,-0.5,1,69.1757,-69.1667,-0.5,1,-69.1748,-0.5,1,69.1838,0,0,0,0,0,0,0,0,-0.0946192,0.12705,3.78477e-07,170523,170523,-92.4259,-92.4259,0,2467.7,0,2467.7,-3.03812,0,-2.27312e-06,3.03812,1.07616
internalMesh,24,-63.7514,-0.5,1.00177,63.7612,-63.7514,-0.5,1.00177,-63.742,-0.5,1.00152,63.7518,4.30316,0,6.65217e-06,4.30316,4.30316,0,6.65217e-06,4.30316,-0.0995174,0.178242,5.67186e-06,96234.4,96234.4,-97.2108,-97.2108,0,2346.95,0,2346.95,0,0,0,0,0
internalMesh,25,-63.7514,-0.5,1,63.7612,-63.7514,-0.5,1,-63.742,-0.5,1,63.7518,0,0,0,0,0,0,0,0,-0.0995174,0.12342,3.72397e-07,170523,170523,-97.2108,-97.2108,0,2433.19,0,2433.19,-2.99562,0,-1.77528e-06,2.99562,1.06861
internalMesh,26,-58.3735,-0.5,1.00177,58.3842,-58.3735,-0.5,1.00177,-58.3469,-0.5,1.00152,58.3577,4.25562,0,5.42012e-06,4.25562,4.25562,0,5.42012e-06,4.25562,-0.104303,0.173492,5.51469e-06,96226.5,96226.5,-101.885,-101.885,0,2322.55,0,2322.55,0,0,0,0,0
internalMesh,27,-58.3735,-0.5,1,58.3842,-58.3735,-0.5,1,-58.3469,-0.5,1,58.3577,0,0,0,0,0,0,0,0,-0.104303,0.120616,3.67656e-07,170522,170522,-101.885,-101.885,0,2406.17,0,2406.17,-2.96235,0,-1.44484e-06,2.96235,1.06266
internalMesh,28,-53.1003,-0.5,1.00177,53.1122,-53.1003,-0.5,1.00177,-53.0581,-0.5,1.00152,53.0699,4.21591,0,4.78524e-06,4.21591,4.21591,0,4.78524e-06,4.21591,-0.108926,0.169576,5.38503e-06,96219.9,96219.9,-106.401,-106.401,0,2302.15,0,2302.15,0,0,0,0,0
internalMesh,29,-53.1003,-0.5,1,53.1121,-53.1003,-0.5,1,-53.0581,-0.5,1,53.0699,0,0,0,0,0,0,0,0,-0.108926,0.118301,3.6371e-07,170522,170522,-106.401,-106.401,0,2383.61,0,2383.61,-2.93457,0,-1.26941e-06,2.93457,1.05767
internalMesh,30,-47.9943,-0.5,1.00177,48.0074,-47.9943,-0.5,1.00177,-47.9383,-0.5,1.00152,47.9514,4.18063,0,4.34381e-06,4.18063,4.18063,0,4.34381e-06,4.18063,-0.113352,0.16614,5.27129e-06,96214.3,96214.3,-110.725,-110.725,0,2284,0,2284,0,0,0,0,0
internalMesh,31,-47.9943,-0.5,1,48.0073,-47.9943,-0.5,1,-47.9383,-0.5,1,47.9514,0,0,0,0,0,0,0,0,-0.113352,0.116264,3.60214e-07,170522,170522,-110.725,-110.725,0,2363.57,0,2363.57,-2.90988,0,-1.14577e-06,2.90988,1.05322
internalMesh,32,-43.1096,-0.5,1.00177,43.1242,-43.1096,-0.5,1.00177,-43.0425,-0.5,1.00152,43.0571,4.15011,0,3.85841e-06,4.15011,4.15011,0,3.85841e-06,4.15011,-0.117526,0.163206,5.17425e-06,96209.5,96209.5,-114.801,-114.801,0,2268.28,0,2268.28,0,0,0,0,0
internalMesh,33,-43.1096,-0.5,1,43.1241,-43.1096,-0.5,1,-43.0425,-0.5,1,43.0571,0,0,0,0,0,0,0,0,-0.117526,0.114516,3.57196e-07,170522,170522,-114.801,-114.801,0,2346.23,0,2346.23,-2.88853,0,-1.01562e-06,2.88853,1.04935
internalMesh,34,-38.4908,-0.5,1.00177,38.5071,-38.4908,-0.5,1.00177,-38.4153,-0.5,1.00152,38.4317,4.12462,0,3.37684e-06,4.12462,4.12462,0,3.37684e-06,4.12462,-0.121436,0.160783,5.09418e-06,96205.4,96205.4,-118.622,-118.622,0,2255.13,0,2255.13,0,0,0,0,0
internalMesh,35,-38.4908,-0.5,1,38.507,-38.4908,-0.5,1,-38.4153,-0.5,1,38.4316,0,0,0,0,0,0,0,0,-0.121436,0.113068,3.54682e-07,170522,170522,-118.622,-118.622,0,2331.75,0,2331.75,-2.8707,0,-8.88455e-07,2.8707,1.0461
internalMesh,36,-34.1711,-0.5,1.00177,34.1894,-34.1711,-0.5,1.00177,-34.0901,-0.5,1.00152,34.1085,4.10372,0,2.97324e-06,4.10372,4.10372,0,2.97324e-06,4.10372,-0.125069,0.158817,5.02928e-06,96201.9,96201.9,-122.171,-122.171,0,2244.35,0,2244.35,0,0,0,0,0
internalMesh,37,-34.1711,-0.5,1,34.1893,-34.1711,-0.5,1,-34.0901,-0.5,1,34.1084,0,0,0,0,0,0,0,0,-0.125069,0.111889,3.52625e-07,170522,170522,-122.171,-122.171,0,2319.89,0,2319.89,-2.85608,0,-7.81343e-07,2.85608,1.04344
internalMesh,38,-30.1724,-0.5,1.00177,30.1932,-30.1724,-0.5,1.00177,-30.0887,-0.5,1.00152,30.1095,4.08648,0,2.64005e-06,4.08648,4.08648,0,2.64005e-06,4.08648,-0.12839,0.15721,4.97624e-06,96198.9,96198.9,-125.415,-125.415,0,2235.45,0,2235.45,0,0,0,0,0
internalMesh,39,-30.1724,-0.5,1,30.1931,-30.1724,-0.5,1,-30.0887,-0.5,1,30.1095,0,0,0,0,0,0,0,0,-0.12839,0.110921,3.5093e-07,170521,170521,-125.415,-125.415,0,2310.09,0,2310.09,-2.84403,0,-6.92704e-07,2.84403,1.04123
internalMesh,40,-26.5062,-0.5,1.00177,26.5298,-26.5062,-0.5,1.00177,-26.4222,-0.5,1.00152,26.4459,4.07242,0,2.3449e-06,4.07242,4.07242,0,2.3449e-06,4.07242,-0.131413,0.155902,4.93308e-06,96196.7,96196.7,-128.366,-128.366,0,2228.18,0,2228.18,0,0,0,0,0
internalMesh,41,-26.5062,-0.5,1,26.5298,-26.5062,-0.5,1,-26.4222,-0.5,1,26.4458,0,0,0,0,0,0,0,0,-0.131413,0.110134,3.49549e-07,170521,170521,-128.366,-128.366,0,2302.11,0,2302.11,-2.83419,0,-6.1732e-07,2.83419,1.03943
internalMesh,42,-23.1741,-0.5,1.00177,23.2012,-23.1741,-0.5,1.00177,-23.0918,-0.5,1.00152,23.1189,4.06103,0,2.10202e-06,4.06103,4.06103,0,2.10202e-06,4.06103,-0.134167,0.154846,4.89815e-06,96194.9,96194.9,-131.057,-131.057,0,2222.29,0,2222.29,0,0,0,0,0
internalMesh,43,-23.1741,-0.5,1,23.2011,-23.1741,-0.5,1,-23.0918,-0.5,1,23.1188,0,0,0,0,0,0,0,0,-0.134167,0.1095,3.48432e-07,170521,170521,-131.057,-131.057,0,2295.65,0,2295.65,-2.82623,0,-5.49796e-07,2.82623,1.03797
internalMesh,44,-20.1698,-0.5,1.00177,20.2009,-20.1698,-0.5,1.00177,-20.0908,-0.5,1.00152,20.1219,4.0518,0,1.87373e-06,4.0518,4.0518,0,1.87373e-06,4.0518,-0.136665,0.15399,4.86985e-06,96193.5,96193.5,-133.497,-133.497,0,2217.52,0,2217.52,0,0,0,0,0
internalMesh,45,-20.1698,-0.5,1,20.2008,-20.1698,-0.5,1,-20.0908,-0.5,1,20.1218,0,0,0,0,0,0,0,0,-0.136665,0.108987,3.47529e-07,170521,170521,-133.497,-133.497,0,2290.42,0,2290.42,-2.81979,0,-4.85554e-07,2.81979,1.03679
internalMesh,46,-17.4804,-0.5,1.00177,17.5163,-17.4804,-0.5,1.00177,-17.4059,-0.5,1.00152,17.4419,4.04447,0,1.63326e-06,4.04447,4.04447,0,1.63326e-06,4.04447,-0.138926,0.153305,4.8471e-06,96192.3,96192.3,-135.706,-135.706,0,2213.72,0,2213.72,0,0,0,0,0
internalMesh,47,-17.4804,-0.5,1,17.5162,-17.4804,-0.5,1,-17.4059,-0.5,1,17.4418,0,0,0,0,0,0,0,0,-0.138926,0.10858,3.46813e-07,170521,170521,-135.706,-135.706,0,2286.26,0,2286.26,-2.81468,0,-4.24997e-07,2.81468,1.03585
internalMesh,48,-15.0886,-0.5,1.00177,15.1301,-15.0886,-0.5,1.00177,-15.0193,-0.5,1.00152,15.061,4.03893,0,1.31253e-06,4.03893,4.03893,0,1.31253e-06,4.03893,-0.140996,0.152773,4.82926e-06,96191.5,96191.5,-137.728,-137.728,0,2210.84,0,2210.84,0,0,0,0,0
internalMesh,49,-15.0886,-0.5,1,15.13,-15.0886,-0.5,1,-15.0193,-0.5,1,15.0609,0,0,0,0,0,0,0,0,-0.140996,0.108275,3.46276e-07,170521,170521,-137.728,-137.728,0,2283.15,0,2283.15,-2.81084,0,-3.36461e-07,2.81084,1.03514
internalMesh,50,-12.9735,-0.5,1.00177,13.0217,-12.9735,-0.5,1.00177,-12.9099,-0.5,1.00152,12.9583,4.03528,0,7.60487e-07,4.03528,4.03528,0,7.60487e-07,4.03528,-0.142937,0.152394,4.81621e-06,96190.9,96190.9,-139.624,-139.624,0,2208.93,0,2208.93,0,0,0,0,0
internalMesh,51,-12.9735,-0.5,1,13.0216,-12.9735,-0.5,1,-12.9099,-0.5,1,12.9582,0,0,0,0,0,0,0,0,-0.142937,0.108072,3.45928e-07,170521,170521,-139.624,-139.624,0,2281.13,0,2281.13,-2.80835,0,-1.9619e-07,2.80835,1.03468
internalMesh,52,-11.1126,-0.5,1.00177,11.1689,-11.1126,-0.5,1.00177,-11.0549,-0.5,1.00152,11.1115,4.0341,0,-1.80001e-07,4.0341,4.0341,0,-1.80001e-07,4.0341,-0.14482,0.152213,4.80927e-06,96190.6,96190.6,-141.463,-141.463,0,2208.29,0,2208.29,0,0,0,0,0
internalMesh,53,-11.1126,-0.5,1,11.1688,-11.1126,-0.5,1,-11.0549,-0.5,1,11.1113,0,0,0,0,0,0,0,0,-0.14482,0.108007,3.45826e-07,170521,170521,-141.463,-141.463,0,2280.54,0,2280.54,-2.80763,0,1.17315e-07,2.80763,1.03454
internalMesh,54,-9.48285,-0.5,1.00177,9.54872,-9.48285,-0.5,1.00177,-9.43093,-0.5,1.00152,9.49713,4.03593,0,-1.57363e-06,4.03593,4.03593,0,-1.57363e-06,4.03593,-0.146722,0.152265,4.80954e-06,96190.9,96190.9,-143.32,-143.32,0,2209.17,0,2209.17,0,0,0,0,0
internalMesh,55,-9.48285,-0.5,1,9.54853,-9.48285,-0.5,1,-9.43093,-0.5,1,9.49697,0,0,0,0,0,0,0,0,-0.146722,0.108109,3.46029e-07,170521,170521,-143.32,-143.32,0,2281.72,0,2281.72,-2.80908,0,5.88809e-07,2.80908,1.03482
internalMesh,56,-8.061,-0.5,1.00177,8.13839,-8.061,-0.5,1.00177,-8.01466,-0.5,1.00152,8.09246,4.04094,0,-3.62755e-06,4.04094,4.04094,0,-3.62755e-06,4.04094,-0.148726,0.152554,4.81693e-06,96191.6,96191.6,-145.279,-145.279,0,2211.67,0,2211.67,0,0,0,0,0
internalMesh,57,-8.061,-0.5,1,8.13817,-8.061,-0.5,1,-8.01466,-0.5,1,8.09227,0,0,0,0,0,0,0,0,-0.148726,0.108387,3.46554e-07,170521,170521,-145.279,-145.279,0,2284.77,0,2284.77,-2.81283,0,1.22004e-06,2.81283,1.03551
internalMesh,58,-6.82481,-0.5,1.00177,6.91604,-6.82481,-0.5,1.00177,-6.78375,-0.5,1.00152,6.87549,4.04983,0,-6.61665e-06,4.04983,4.04983,0,-6.61665e-06,4.04983,-0.150917,0.15313,4.83288e-06,96192.9,96192.9,-147.419,-147.419,0,2216.13,0,2216.13,0,0,0,0,0
internalMesh,59,-6.82481,-0.5,1,6.91579,-6.82481,-0.5,1,-6.78375,-0.5,1,6.87527,0,0,0,0,0,0,0,0,-0.150917,0.108881,3.47475e-07,170521,170521,-147.419,-147.419,0,2290.1,0,2290.1,-2.8194,0,2.16355e-06,2.8194,1.03671
internalMesh,60,-5.75327,-0.5,1.00177,5.8612,-5.75327,-0.5,1.00177,-5.71709,-0.5,1.00152,5.82565,4.06302,0,-1.08193e-05,4.06302,4.06302,0,-1.08193e-05,4.06302,-0.153352,0.154021,4.85818e-06,96194.8,96194.8,-149.797,-149.797,0,2222.77,0,2222.77,0,0,0,0,0
internalMesh,61,-5.75327,-0.5,1,5.86089,-5.75327,-0.5,1,-5.71709,-0.5,1,5.82539,0,0,0,0,0,0,0,0,-0.153352,0.109617,3.48835e-07,170521,170521,-149.797,-149.797,0,2297.98,0,2297.98,-2.82911,0,3.52437e-06,2.82911,1.0385
internalMesh,62,-4.82684,-0.5,1.00177,4.95499,-4.82684,-0.5,1.00177,-4.79513,-0.5,1.00152,4.92406,4.08092,0,-1.65152e-05,4.08092,4.08092,0,-1.65152e-05,4.08092,-0.156074,0.155253,4.89341e-06,96197.5,96197.5,-152.457,-152.457,0,2231.78,0,2231.78,0,0,0,0,0
internalMesh,63,-4.82684,-0.5,1,4.95463,-4.82684,-0.5,1,-4.79513,-0.5,1,4.92375,0,0,0,0,0,0,0,0,-0.156074,0.11062,3.50683e-07,170521,170521,-152.457,-152.457,0,2308.67,0,2308.67,-2.84227,0,5.39301e-06,2.84227,1.04091
internalMesh,64,-4.02808,-0.5,1.00177,4.18078,-4.02808,-0.5,1.00177,-4,-0.5,1.00152,4.15368,4.10373,0,-2.39522e-05,4.10373,4.10373,0,-2.39522e-05,4.10373,-0.159121,0.156838,4.93883e-06,96201.1,96201.1,-155.433,-155.433,0,2243.26,0,2243.26,0,0,0,0,0
internalMesh,65,-4.02808,-0.5,1,4.18036,-4.02808,-0.5,1,-4,-0.5,1,4.15331,0,0,0,0,0,0,0,0,-0.159121,0.111905,3.53038e-07,170522,170522,-155.433,-155.433,0,2322.27,0,2322.27,-2.85901,0,7.87092e-06,2.85901,1.04397
internalMesh,66,-130,-0.5,1.00446,130.005,-130,-0.5,1.00446,-130,-0.5,1.00405,130.005,44.31,0,0,44.31,44.31,0,0,44.31,-0.0369982,0.29,0.228346,1.27,1.27,-36.1406,-36.1406,0,0.0190057,0,0.0190057,0,0,0,0,0
internalMesh,67,-117.221,-0.5,1.00446,117.226,-117.221,-0.5,1.00446,-114.442,-0.5,1.00405,114.447,44.4634,0,0.00957136,44.4634,44.4634,0,0.00957136,44.4634,-0.040923,0.280533,0.139565,3.2536,3.2536,-39.9744,-39.9744,0,0.00848145,0,0.00848145,0,0,0,0,0
internalMesh,68,-110.271,-0.5,1.00446,110.277,-110.271,-0.5,1.00446,-110,-0.5,1.00405,110.006,30.9188,0,0.0204351,30.9188,30.9188,0,0.0204351,30.9188,-0.048212,1.69489,0.0268994,7680.2,7680.2,-47.0944,-47.0944,0,1490.05,0,1490.05,0,0,0,0,0
internalMesh,69,-106.559,-0.5,1.00446,106.565,-106.559,-0.5,1.00446,-106.644,-0.5,1.00405,106.65,15.4215,0,0.0116425,15.4215,15.4215,0,0.0116425,15.4215,-0.0551649,3.03207,0.000405884,14966.3,14966.3,-53.8862,-53.8862,0,2714.34,0,2714.34,0,0,0,0,0
internalMesh,70,-102.867,-0.5,1.00446,102.873,-102.867,-0.5,1.00446,-102.951,-0.5,1.00405,102.957,13.071,0,0.00103059,13.071,13.071,0,0.00103059,13.071,-0.0610983,2.76178,0.000398336,14464.4,14464.4,-59.682,-59.682,0,2367.51,0,2367.51,0,0,0,0,0
internalMesh,71,-98.8429,-0.5,1.00446,98.8493,-98.8429,-0.5,1.00446,-98.9237,-0.5,1.00405,98.9301,12.2753,0,0.000371243,12.2753,12.2753,0,0.000371243,12.2753,-0.0655766,2.4214,0.000361014,14289.8,14289.8,-64.0565,-64.0565,0,2237.86,0,2237.86,0,0,0,0,0
internalMesh,72,-94.4991,-0.5,1.00446,94.5058,-94.4991,-0.5,1.00446,-94.5741,-0.5,1.00405,94.5807,11.7425,0,0.000256021,11.7425,11.7425,0,0.000256021,11.7425,-0.0700314,2.1719,0.000330206,14186.9,14186.9,-68.4081,-68.4081,0,2154.98,0,2154.98,0,0,0,0,0
internalMesh,73,-89.8583,-0.5,1.00446,89.8653,-89.8583,-0.5,1.00446,-89.9247,-0.5,1.00405,89.9317,11.3405,0,0.000185373,11.3405,11.3405,0,0.000185373,11.3405,-0.0748236,1.9889,0.000306693,14112.7,14112.7,-73.0892,-73.0892,0,2092.85,0,2092.85,0,0,0,0,0
internalMesh,74,-84.9547,-0.5,1.00446,84.9621,-84.9547,-0.5,1.00446,-85.0097,-0.5,1.00405,85.0171,11.0311,0,0.00013391,11.0311,11.0311,0,0.00013391,11.0311,-0.0797327,1.85359,0.000288978,14056.5,14056.5,-77.8845,-77.8845,0,2044.79,0,2044.79,0,0,0,0,0
internalMesh,75,-79.8336,-0.5,1.00446,79.8415,-79.8336,-0.5,1.00446,-79.8747,-0.5,1.00405,79.8826,10.7984,0,0.000101087,10.7984,10.7984,0,0.000101087,10.7984,-0.0846553,1.75517,0.000275904,14014.6,14014.6,-82.693,-82.693,0,2008.43,0,2008.43,0,0,0,0,0
internalMesh,76,-74.55,-0.5,1.00446,74.5584,-74.55,-0.5,1.00446,-74.5753,-0.5,1.00405,74.5837,10.6038,0,8.27971e-05,10.6038,10.6038,0,8.27971e-05,10.6038,-0.0896472,1.67482,0.000265096,13979.9,13979.9,-87.5692,-87.5692,0,1977.92,0,1977.92,0,0,0,0,0
internalMesh,77,-69.1667,-0.5,1.00446,69.1758,-69.1667,-0.5,1.00446,-69.1748,-0.5,1.00405,69.1839,10.4382,0,6.71476e-05,10.4382,10.4382,0,6.71476e-05,10.4382,-0.0946192,1.60828,0.00025608,13950.5,13950.5,-92.4259,-92.4259,0,1951.81,0,1951.81,0,0,0,0,0
internalMesh,78,-63.7514,-0.5,1.00446,63.7613,-63.7514,-0.5,1.00446,-63.742,-0.5,1.00405,63.7518,10.3063,0,5.28837e-05,10.3063,10.3063,0,5.28837e-05,10.3063,-0.0995174,1.55662,0.000249042,13927,13927,-97.2108,-97.2108,0,1930.89,0,1930.89,0,0,0,0,0
internalMesh,79,-58.3735,-0.5,1.00446,58.3842,-58.3735,-0.5,1.00446,-58.3469,-0.5,1.00405,58.3577,10.2027,0,4.32373e-05,10.2027,10.2027,0,4.32373e-05,10.2027,-0.104303,1.51672,0.000243575,13908.6,13908.6,-101.885,-101.885,0,1914.41,0,1914.41,0,0,0,0,0
internalMesh,80,-53.1003,-0.5,1.00446,53.1122,-53.1003,-0.5,1.00446,-53.0581,-0.5,1.00405,53.0699,10.1161,0,3.82226e-05,10.1161,10.1161,0,3.82226e-05,10.1161,-0.108926,1.48367,0.000239017,13893.4,13893.4,-106.401,-106.401,0,1900.61,0,1900.61,0,0,0,0,0
internalMesh,81,-47.9943,-0.5,1.00446,48.0074,-47.9943,-0.5,1.00446,-47.9383,-0.5,1.00405,47.9515,10.039,0,3.48399e-05,10.039,10.039,0,3.48399e-05,10.039,-0.113352,1.45457,0.000234987,13879.8,13879.8,-110.725,-110.725,0,1888.31,0,1888.31,0,0,0,0,0
internalMesh,82,-43.1096,-0.5,1.00446,43.1242,-43.1096,-0.5,1.00446,-43.0425,-0.5,1.00405,43.0572,9.9721,0,3.11187e-05,9.9721,9.9721,0,3.11187e-05,9.9721,-0.117526,1.42969,0.000231531,13868.1,13868.1,-114.801,-114.801,0,1877.62,0,1877.62,0,0,0,0,0
internalMesh,83,-38.4908,-0.5,1.00446,38.5071,-38.4908,-0.5,1.00446,-38.4153,-0.5,1.00405,38.4317,9.91619,0,2.73546e-05,9.91619,9.91619,0,2.73546e-05,9.91619,-0.121436,1.40911,0.000228668,13858.3,13858.3,-118.622,-118.622,0,1868.65,0,1868.65,0,0,0,0,0
internalMesh,84,-34.1711,-0.5,1.00446,34.1895,-34.1711,-0.5,1.00446,-34.0901,-0.5,1.00405,34.1086,9.87028,0,2.41621e-05,9.87028,9.87028,0,2.41621e-05,9.87028,-0.125069,1.3924,0.000226339,13850.2,13850.2,-122.171,-122.171,0,1861.27,0,1861.27,0,0,0,0,0
internalMesh,85,-30.1724,-0.5,1.00446,30.1933,-30.1724,-0.5,1.00446,-30.0887,-0.5,1.00405,30.1096,9.83236,0,2.15054e-05,9.83236,9.83236,0,2.15054e-05,9.83236,-0.12839,1.37873,0.00022443,13843.5,13843.5,-125.415,-125.415,0,1855.17,0,1855.17,0,0,0,0,0
